Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable
Cholera,Yolo,2012,Total,0,204974,0.0,0.0,1.8,-
Cholera,Yolo,2012,Female,0,105027,0.0,0.0,3.512,-
Cholera,Yolo,2012,Male,0,99947,0.0,0.0,3.691,-
Cholera,Yolo,2013,Total,0,206136,0.0,0.0,1.79,-
Cholera,Yolo,2013,Female,0,105598,0.0,0.0,3.493,-
Cholera,Yolo,2013,Male,0,100538,0.0,0.0,3.669,-
Cholera,Yolo,2014,Total,0,207212,0.0,0.0,1.78,-
Cholera,Yolo,2014,Female,0,106165,0.0,0.0,3.475,-
Cholera,Yolo,2014,Male,0,101047,0.0,0.0,3.651,-
Cholera,Yuba,2001,Total,0,61426,0.0,0.0,6.005,-
Cholera,Yuba,2001,Female,0,30474,0.0,0.0,12.104,-
Cholera,Yuba,2001,Male,0,30952,0.0,0.0,11.917,-
Cholera,Yuba,2002,Total,0,62738,0.0,0.0,5.88,-
Cholera,Yuba,2002,Female,0,31142,0.0,0.0,11.845,-
Cholera,Yuba,2002,Male,0,31596,0.0,0.0,11.674,-
Cholera,Yuba,2003,Total,0,63962,0.0,0.0,5.767,-
Cholera,Yuba,2003,Female,0,31768,0.0,0.0,11.611,-
Cholera,Yuba,2003,Male,0,32194,0.0,0.0,11.458,-
Cholera,Yuba,2004,Total,0,65249,0.0,0.0,5.653,-
Cholera,Yuba,2004,Female,0,32422,0.0,0.0,11.377,-
Cholera,Yuba,2004,Male,0,32827,0.0,0.0,11.237,-
Cholera,Yuba,2005,Total,0,67712,0.0,0.0,5.448,-
Cholera,Yuba,2005,Female,0,33675,0.0,0.0,10.954,-
Cholera,Yuba,2005,Male,0,34037,0.0,0.0,10.837,-
Cholera,Yuba,2006,Total,0,69218,0.0,0.0,5.329,-
Cholera,Yuba,2006,Female,0,34418,0.0,0.0,10.717,-
Cholera,Yuba,2006,Male,0,34800,0.0,0.0,10.6,-
Cholera,Yuba,2007,Total,0,70221,0.0,0.0,5.253,-
Cholera,Yuba,2007,Female,0,34930,0.0,0.0,10.56,-
Cholera,Yuba,2007,Male,0,35291,0.0,0.0,10.452,-
Cholera,Yuba,2008,Total,0,71422,0.0,0.0,5.165,-
Cholera,Yuba,2008,Female,0,35527,0.0,0.0,10.383,-
Cholera,Yuba,2008,Male,0,35895,0.0,0.0,10.276,-
Cholera,Yuba,2009,Total,0,71796,0.0,0.0,5.138,-
Cholera,Yuba,2009,Female,0,35623,0.0,0.0,10.355,-
Cholera,Yuba,2009,Male,0,36173,0.0,0.0,10.197,-
Cholera,Yuba,2010,Total,0,72336,0.0,0.0,5.1,-
Cholera,Yuba,2010,Female,0,35896,0.0,0.0,10.276,-
Cholera,Yuba,2010,Male,0,36440,0.0,0.0,10.123,-
Cholera,Yuba,2011,Total,0,72623,0.0,0.0,5.079,-
Cholera,Yuba,2011,Female,0,36059,0.0,0.0,10.23,-
Cholera,Yuba,2011,Male,0,36564,0.0,0.0,10.088,-
Cholera,Yuba,2012,Total,0,72915,0.0,0.0,5.059,-
Cholera,Yuba,2012,Female,0,36227,0.0,0.0,10.182,-
Cholera,Yuba,2012,Male,0,36688,0.0,0.0,10.054,-
Cholera,Yuba,2013,Total,0,72994,0.0,0.0,5.054,-
Cholera,Yuba,2013,Female,0,36296,0.0,0.0,10.163,-
Cholera,Yuba,2013,Male,0,36698,0.0,0.0,10.051,-
Cholera,Yuba,2014,Total,0,73425,0.0,0.0,5.024,-
Cholera,Yuba,2014,Female,0,36503,0.0,0.0,10.105,-
Cholera,Yuba,2014,Male,0,36922,0.0,0.0,9.991,-
