Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable
Measles,San Francisco,2012,Total,0,822403,0.0,0.0,0.449,-
Measles,San Francisco,2012,Female,0,404740,0.0,0.0,0.911,-
Measles,San Francisco,2012,Male,0,417663,0.0,0.0,0.883,-
Measles,San Francisco,2013,Total,3,830956,0.361,0.074,1.055,*
Measles,San Francisco,2013,Female,1,409265,0.244,0.006,1.361,*
Measles,San Francisco,2013,Male,2,421691,0.474,0.057,1.713,*
Measles,San Francisco,2014,Total,0,837831,0.0,0.0,0.44,-
Measles,San Francisco,2014,Female,0,412902,0.0,0.0,0.893,-
Measles,San Francisco,2014,Male,0,424929,0.0,0.0,0.868,-
Measles,San Joaquin,2001,Total,0,588581,0.0,0.0,0.627,-
Measles,San Joaquin,2001,Female,0,295041,0.0,0.0,1.25,-
Measles,San Joaquin,2001,Male,0,293540,0.0,0.0,1.257,-
Measles,San Joaquin,2002,Total,0,603544,0.0,0.0,0.611,-
Measles,San Joaquin,2002,Female,0,302553,0.0,0.0,1.219,-
Measles,San Joaquin,2002,Male,0,300991,0.0,0.0,1.226,-
Measles,San Joaquin,2003,Total,0,621108,0.0,0.0,0.594,-
Measles,San Joaquin,2003,Female,0,311549,0.0,0.0,1.184,-
Measles,San Joaquin,2003,Male,0,309559,0.0,0.0,1.192,-
Measles,San Joaquin,2004,Total,0,638522,0.0,0.0,0.578,-
Measles,San Joaquin,2004,Female,0,320359,0.0,0.0,1.151,-
Measles,San Joaquin,2004,Male,0,318163,0.0,0.0,1.159,-
Measles,San Joaquin,2005,Total,0,651625,0.0,0.0,0.566,-
Measles,San Joaquin,2005,Female,0,326957,0.0,0.0,1.128,-
Measles,San Joaquin,2005,Male,0,324668,0.0,0.0,1.136,-
Measles,San Joaquin,2006,Total,0,660885,0.0,0.0,0.558,-
Measles,San Joaquin,2006,Female,0,331622,0.0,0.0,1.112,-
Measles,San Joaquin,2006,Male,0,329263,0.0,0.0,1.12,-
Measles,San Joaquin,2007,Total,0,669737,0.0,0.0,0.551,-
Measles,San Joaquin,2007,Female,0,336128,0.0,0.0,1.097,-
Measles,San Joaquin,2007,Male,0,333609,0.0,0.0,1.106,-
Measles,San Joaquin,2008,Total,0,675248,0.0,0.0,0.546,-
Measles,San Joaquin,2008,Female,0,338923,0.0,0.0,1.088,-
Measles,San Joaquin,2008,Male,0,336325,0.0,0.0,1.097,-
Measles,San Joaquin,2009,Total,0,680421,0.0,0.0,0.542,-
Measles,San Joaquin,2009,Female,0,341446,0.0,0.0,1.08,-
Measles,San Joaquin,2009,Male,0,338975,0.0,0.0,1.088,-
Measles,San Joaquin,2010,Total,0,686576,0.0,0.0,0.537,-
Measles,San Joaquin,2010,Female,0,344584,0.0,0.0,1.071,-
Measles,San Joaquin,2010,Male,0,341992,0.0,0.0,1.079,-
Measles,San Joaquin,2011,Total,0,692713,0.0,0.0,0.533,-
Measles,San Joaquin,2011,Female,0,347567,0.0,0.0,1.061,-
Measles,San Joaquin,2011,Male,0,345146,0.0,0.0,1.069,-
Measles,San Joaquin,2012,Total,0,697758,0.0,0.0,0.529,-
Measles,San Joaquin,2012,Female,0,350020,0.0,0.0,1.054,-
Measles,San Joaquin,2012,Male,0,347738,0.0,0.0,1.061,-
Measles,San Joaquin,2013,Total,0,702669,0.0,0.0,0.525,-
Measles,San Joaquin,2013,Female,0,352410,0.0,0.0,1.047,-
Measles,San Joaquin,2013,Male,0,350259,0.0,0.0,1.053,-
Measles,San Joaquin,2014,Total,1,711797,0.14,0.004,0.783,*
Measles,San Joaquin,2014,Female,1,356979,0.28,0.007,1.561,*
Measles,San Joaquin,2014,Male,0,354818,0.0,0.0,1.04,-
Measles,San Luis Obispo,2001,Total,0,251652,0.0,0.0,1.466,-
Measles,San Luis Obispo,2001,Female,0,122459,0.0,0.0,3.012,-
Measles,San Luis Obispo,2001,Male,0,129193,0.0,0.0,2.855,-
Measles,San Luis Obispo,2002,Total,0,253549,0.0,0.0,1.455,-
Measles,San Luis Obispo,2002,Female,0,123484,0.0,0.0,2.987,-
Measles,San Luis Obispo,2002,Male,0,130065,0.0,0.0,2.836,-
Measles,San Luis Obispo,2003,Total,0,255609,0.0,0.0,1.443,-
Measles,San Luis Obispo,2003,Female,0,124474,0.0,0.0,2.964,-
Measles,San Luis Obispo,2003,Male,0,131135,0.0,0.0,2.813,-
Measles,San Luis Obispo,2004,Total,0,258483,0.0,0.0,1.427,-
Measles,San Luis Obispo,2004,Female,0,125898,0.0,0.0,2.93,-
Measles,San Luis Obispo,2004,Male,0,132585,0.0,0.0,2.782,-
Measles,San Luis Obispo,2005,Total,0,259943,0.0,0.0,1.419,-
Measles,San Luis Obispo,2005,Female,0,126728,0.0,0.0,2.911,-
Measles,San Luis Obispo,2005,Male,0,133215,0.0,0.0,2.769,-
Measles,San Luis Obispo,2006,Total,0,261803,0.0,0.0,1.409,-
Measles,San Luis Obispo,2006,Female,0,127659,0.0,0.0,2.89,-
Measles,San Luis Obispo,2006,Male,0,134144,0.0,0.0,2.75,-
Measles,San Luis Obispo,2007,Total,0,264162,0.0,0.0,1.396,-
Measles,San Luis Obispo,2007,Female,0,128800,0.0,0.0,2.864,-
Measles,San Luis Obispo,2007,Male,0,135362,0.0,0.0,2.725,-
Measles,San Luis Obispo,2008,Total,0,266850,0.0,0.0,1.382,-
Measles,San Luis Obispo,2008,Female,0,130093,0.0,0.0,2.836,-
Measles,San Luis Obispo,2008,Male,0,136757,0.0,0.0,2.697,-
Measles,San Luis Obispo,2009,Total,0,268224,0.0,0.0,1.375,-
Measles,San Luis Obispo,2009,Female,0,130832,0.0,0.0,2.82,-
Measles,San Luis Obispo,2009,Male,0,137392,0.0,0.0,2.685,-
Measles,San Luis Obispo,2010,Total,0,269677,0.0,0.0,1.368,-
Measles,San Luis Obispo,2010,Female,0,131413,0.0,0.0,2.807,-
Measles,San Luis Obispo,2010,Male,0,138264,0.0,0.0,2.668,-
Measles,San Luis Obispo,2011,Total,1,270013,0.37,0.009,2.063,*
Measles,San Luis Obispo,2011,Female,1,131572,0.76,0.019,4.235,*
Measles,San Luis Obispo,2011,Male,0,138441,0.0,0.0,2.665,-
Measles,San Luis Obispo,2012,Total,0,270637,0.0,0.0,1.363,-
Measles,San Luis Obispo,2012,Female,0,131899,0.0,0.0,2.797,-
Measles,San Luis Obispo,2012,Male,0,138738,0.0,0.0,2.659,-
Measles,San Luis Obispo,2013,Total,0,271584,0.0,0.0,1.358,-
Measles,San Luis Obispo,2013,Female,0,132391,0.0,0.0,2.786,-
Measles,San Luis Obispo,2013,Male,0,139193,0.0,0.0,2.65,-
Measles,San Luis Obispo,2014,Total,0,273323,0.0,0.0,1.35,-
Measles,San Luis Obispo,2014,Female,0,133302,0.0,0.0,2.767,-
Measles,San Luis Obispo,2014,Male,0,140021,0.0,0.0,2.634,-
Measles,San Mateo,2001,Total,1,707460,0.141,0.004,0.788,*
Measles,San Mateo,2001,Female,1,359709,0.278,0.007,1.549,*
Measles,San Mateo,2001,Male,0,347751,0.0,0.0,1.061,-
Measles,San Mateo,2002,Total,0,704897,0.0,0.0,0.523,-
Measles,San Mateo,2002,Female,0,358384,0.0,0.0,1.029,-
Measles,San Mateo,2002,Male,0,346513,0.0,0.0,1.065,-
Measles,San Mateo,2003,Total,1,703062,0.142,0.004,0.792,*
Measles,San Mateo,2003,Female,0,357397,0.0,0.0,1.032,-
Measles,San Mateo,2003,Male,1,345665,0.289,0.007,1.612,*
Measles,San Mateo,2004,Total,0,701401,0.0,0.0,0.526,-
Measles,San Mateo,2004,Female,0,356547,0.0,0.0,1.035,-
Measles,San Mateo,2004,Male,0,344854,0.0,0.0,1.07,-
Measles,San Mateo,2005,Total,0,699277,0.0,0.0,0.528,-
Measles,San Mateo,2005,Female,0,355457,0.0,0.0,1.038,-
Measles,San Mateo,2005,Male,0,343820,0.0,0.0,1.073,-
Measles,San Mateo,2006,Total,0,699398,0.0,0.0,0.527,-
Measles,San Mateo,2006,Female,0,355530,0.0,0.0,1.038,-
Measles,San Mateo,2006,Male,0,343868,0.0,0.0,1.073,-
Measles,San Mateo,2007,Total,0,704272,0.0,0.0,0.524,-
Measles,San Mateo,2007,Female,0,357982,0.0,0.0,1.03,-
Measles,San Mateo,2007,Male,0,346290,0.0,0.0,1.065,-
Measles,San Mateo,2008,Total,0,711374,0.0,0.0,0.519,-
Measles,San Mateo,2008,Female,0,361593,0.0,0.0,1.02,-
Measles,San Mateo,2008,Male,0,349781,0.0,0.0,1.055,-
Measles,San Mateo,2009,Total,0,716264,0.0,0.0,0.515,-
Measles,San Mateo,2009,Female,0,363936,0.0,0.0,1.014,-
Measles,San Mateo,2009,Male,0,352328,0.0,0.0,1.047,-
Measles,San Mateo,2010,Total,0,719667,0.0,0.0,0.513,-
Measles,San Mateo,2010,Female,0,365830,0.0,0.0,1.008,-
Measles,San Mateo,2010,Male,0,353837,0.0,0.0,1.043,-
Measles,San Mateo,2011,Total,1,728006,0.137,0.003,0.765,*
Measles,San Mateo,2011,Female,0,370075,0.0,0.0,0.997,-
Measles,San Mateo,2011,Male,1,357931,0.279,0.007,1.557,*
Measles,San Mateo,2012,Total,1,736019,0.136,0.003,0.757,*
Measles,San Mateo,2012,Female,1,374158,0.267,0.007,1.489,*
Measles,San Mateo,2012,Male,0,361861,0.0,0.0,1.019,-
Measles,San Mateo,2013,Total,0,742256,0.0,0.0,0.497,-
Measles,San Mateo,2013,Female,0,377244,0.0,0.0,0.978,-
Measles,San Mateo,2013,Male,0,365012,0.0,0.0,1.011,-
Measles,San Mateo,2014,Total,4,748438,0.534,0.146,1.368,*
Measles,San Mateo,2014,Female,1,380349,0.263,0.007,1.465,*
Measles,San Mateo,2014,Male,3,368089,0.815,0.168,2.382,*
Measles,Santa Barbara,2001,Total,0,403442,0.0,0.0,0.914,-
Measles,Santa Barbara,2001,Female,0,201546,0.0,0.0,1.83,-
Measles,Santa Barbara,2001,Male,0,201896,0.0,0.0,1.827,-
Measles,Santa Barbara,2002,Total,0,406132,0.0,0.0,0.908,-
Measles,Santa Barbara,2002,Female,0,202843,0.0,0.0,1.819,-
Measles,Santa Barbara,2002,Male,0,203289,0.0,0.0,1.815,-
Measles,Santa Barbara,2003,Total,0,409512,0.0,0.0,0.901,-
Measles,Sierra,2009,Male,0,1642,0.0,0.0,224.406,-
Measles,Santa Barbara,2003,Female,0,204367,0.0,0.0,1.805,-
Measles,Santa Barbara,2003,Male,0,205145,0.0,0.0,1.798,-
Measles,Santa Barbara,2004,Total,0,411190,0.0,0.0,0.897,-
Measles,Santa Barbara,2004,Female,0,205110,0.0,0.0,1.798,-
Measles,Santa Barbara,2004,Male,0,206080,0.0,0.0,1.79,-
Measles,Santa Barbara,2005,Total,1,411683,0.243,0.006,1.353,*
Measles,Santa Barbara,2005,Female,1,205279,0.487,0.012,2.714,*
Measles,Santa Barbara,2005,Male,0,206404,0.0,0.0,1.787,-
Measles,Santa Barbara,2006,Total,0,412853,0.0,0.0,0.894,-
Measles,Santa Barbara,2006,Female,0,205752,0.0,0.0,1.793,-
Measles,Santa Barbara,2006,Male,0,207101,0.0,0.0,1.781,-
Measles,Santa Barbara,2007,Total,2,416648,0.48,0.058,1.734,*
Measles,Santa Barbara,2007,Female,1,207530,0.482,0.012,2.685,*
Measles,Santa Barbara,2007,Male,1,209118,0.478,0.012,2.664,*
Measles,Santa Barbara,2008,Total,0,419970,0.0,0.0,0.878,-
Measles,Santa Barbara,2008,Female,0,209105,0.0,0.0,1.764,-
Measles,Santa Barbara,2008,Male,0,210865,0.0,0.0,1.749,-
Measles,Santa Barbara,2009,Total,0,422423,0.0,0.0,0.873,-
Measles,Santa Barbara,2009,Female,0,210296,0.0,0.0,1.754,-
Measles,Santa Barbara,2009,Male,0,212127,0.0,0.0,1.739,-
Measles,Santa Barbara,2010,Total,0,424020,0.0,0.0,0.87,-
Measles,Santa Barbara,2010,Female,0,211115,0.0,0.0,1.747,-
Measles,Santa Barbara,2010,Male,0,212905,0.0,0.0,1.733,-
Measles,Santa Barbara,2011,Total,0,425685,0.0,0.0,0.867,-
Measles,Santa Barbara,2011,Female,0,211814,0.0,0.0,1.742,-
Measles,Santa Barbara,2011,Male,0,213871,0.0,0.0,1.725,-
Measles,Santa Barbara,2012,Total,0,426063,0.0,0.0,0.866,-
Measles,Santa Barbara,2012,Female,0,211798,0.0,0.0,1.742,-
Measles,Santa Barbara,2012,Male,0,214265,0.0,0.0,1.722,-
Measles,Santa Barbara,2013,Total,0,432110,0.0,0.0,0.854,-
Measles,Santa Barbara,2013,Female,0,214964,0.0,0.0,1.716,-
Measles,Santa Barbara,2013,Male,0,217146,0.0,0.0,1.699,-
Measles,Santa Barbara,2014,Total,0,436516,0.0,0.0,0.845,-
Measles,Santa Barbara,2014,Female,0,217149,0.0,0.0,1.699,-
Measles,Santa Barbara,2014,Male,0,219367,0.0,0.0,1.682,-
Measles,Santa Clara,2001,Total,0,1693171,0.0,0.0,0.218,-
Measles,Santa Clara,2001,Female,0,836732,0.0,0.0,0.441,-
Measles,Santa Clara,2001,Male,0,856439,0.0,0.0,0.431,-
Measles,Santa Clara,2002,Total,0,1693162,0.0,0.0,0.218,-
Measles,Santa Clara,2002,Female,0,837293,0.0,0.0,0.441,-
Measles,Santa Clara,2002,Male,0,855869,0.0,0.0,0.431,-
Measles,Santa Clara,2003,Total,0,1694211,0.0,0.0,0.218,-
Measles,Santa Clara,2003,Female,0,838473,0.0,0.0,0.44,-
Measles,Santa Clara,2003,Male,0,855738,0.0,0.0,0.431,-
Measles,Santa Clara,2004,Total,0,1696919,0.0,0.0,0.217,-
Measles,Santa Clara,2004,Female,0,840509,0.0,0.0,0.439,-
Measles,Santa Clara,2004,Male,0,856410,0.0,0.0,0.431,-
Measles,Santa Clara,2005,Total,0,1699521,0.0,0.0,0.217,-
Measles,Santa Clara,2005,Female,0,842466,0.0,0.0,0.438,-
Measles,Santa Clara,2005,Male,0,857055,0.0,0.0,0.43,-
Measles,Santa Clara,2006,Total,1,1713839,0.058,0.001,0.325,*
Measles,Santa Clara,2006,Female,0,850345,0.0,0.0,0.434,-
Measles,Santa Clara,2006,Male,1,863494,0.116,0.003,0.645,*
Measles,Santa Clara,2007,Total,0,1736327,0.0,0.0,0.212,-
Measles,Santa Clara,2007,Female,0,862263,0.0,0.0,0.428,-
Measles,Santa Clara,2007,Male,0,874064,0.0,0.0,0.422,-
Measles,Santa Clara,2008,Total,1,1759534,0.057,0.001,0.317,*
Measles,Santa Clara,2008,Female,1,874428,0.114,0.003,0.637,*
Measles,Santa Clara,2008,Male,0,885106,0.0,0.0,0.417,-
Measles,Santa Clara,2009,Total,0,1774890,0.0,0.0,0.208,-
Measles,Santa Clara,2009,Female,0,882602,0.0,0.0,0.418,-
Measles,Santa Clara,2009,Male,0,892288,0.0,0.0,0.413,-
Measles,Santa Clara,2010,Total,5,1786533,0.28,0.091,0.653,*
Measles,Santa Clara,2010,Female,1,890176,0.112,0.003,0.626,*
Measles,Santa Clara,2010,Male,4,896357,0.446,0.122,1.143,*
Measles,Santa Clara,2011,Total,4,1807361,0.221,0.06,0.567,*
Measles,Santa Clara,2011,Female,0,900923,0.0,0.0,0.409,-
Measles,Santa Clara,2011,Male,4,906438,0.441,0.12,1.13,*
Measles,Santa Clara,2012,Total,0,1827313,0.0,0.0,0.202,-
Measles,Santa Clara,2012,Female,0,911248,0.0,0.0,0.405,-
Measles,Santa Clara,2012,Male,0,916065,0.0,0.0,0.403,-
Measles,Santa Clara,2013,Total,0,1853223,0.0,0.0,0.199,-
Measles,Santa Clara,2013,Female,0,924969,0.0,0.0,0.399,-
Measles,Santa Clara,2013,Male,0,928254,0.0,0.0,0.397,-
Measles,Santa Clara,2014,Total,2,1874526,0.107,0.013,0.385,*
Measles,Santa Clara,2014,Female,1,936291,0.107,0.003,0.595,*
Measles,Santa Clara,2014,Male,1,938235,0.107,0.003,0.594,*
Measles,Santa Cruz,2001,Total,0,256166,0.0,0.0,1.44,-
Measles,Santa Cruz,2001,Female,0,128410,0.0,0.0,2.873,-
Measles,Santa Cruz,2001,Male,0,127756,0.0,0.0,2.887,-
Measles,Santa Cruz,2002,Total,0,255590,0.0,0.0,1.443,-
Measles,Santa Cruz,2002,Female,0,128115,0.0,0.0,2.879,-
Measles,Santa Cruz,2002,Male,0,127475,0.0,0.0,2.894,-
Measles,Santa Cruz,2003,Total,0,255122,0.0,0.0,1.446,-
Measles,Santa Cruz,2003,Female,0,127867,0.0,0.0,2.885,-
Measles,Santa Cruz,2003,Male,0,127255,0.0,0.0,2.899,-
Measles,Santa Cruz,2004,Total,1,254836,0.392,0.01,2.186,*
Measles,Santa Cruz,2004,Female,1,127676,0.783,0.02,4.364,*
Measles,Santa Cruz,2004,Male,0,127160,0.0,0.0,2.901,-
Measles,Santa Cruz,2005,Total,0,254725,0.0,0.0,1.448,-
Measles,Santa Cruz,2005,Female,0,127593,0.0,0.0,2.891,-
Measles,Santa Cruz,2005,Male,0,127132,0.0,0.0,2.902,-
Measles,Santa Cruz,2006,Total,0,255486,0.0,0.0,1.444,-
Measles,Santa Cruz,2006,Female,0,127995,0.0,0.0,2.882,-
Measles,Santa Cruz,2006,Male,0,127491,0.0,0.0,2.893,-
Measles,Santa Cruz,2007,Total,0,257601,0.0,0.0,1.432,-
Measles,Santa Cruz,2007,Female,0,129047,0.0,0.0,2.859,-
Measles,Santa Cruz,2007,Male,0,128554,0.0,0.0,2.869,-
Measles,Santa Cruz,2008,Total,0,259873,0.0,0.0,1.419,-
Measles,Santa Cruz,2008,Female,0,130193,0.0,0.0,2.833,-
Measles,Santa Cruz,2008,Male,0,129680,0.0,0.0,2.845,-
Measles,Santa Cruz,2009,Total,0,261912,0.0,0.0,1.408,-
Measles,Santa Cruz,2009,Female,0,131177,0.0,0.0,2.812,-
Measles,Santa Cruz,2009,Male,0,130735,0.0,0.0,2.822,-
Measles,Santa Cruz,2010,Total,0,263182,0.0,0.0,1.402,-
Measles,Santa Cruz,2010,Female,0,131911,0.0,0.0,2.796,-
Measles,Santa Cruz,2010,Male,0,131271,0.0,0.0,2.81,-
Measles,Santa Cruz,2011,Total,0,265526,0.0,0.0,1.389,-
Measles,Santa Cruz,2011,Female,0,132997,0.0,0.0,2.774,-
Measles,Santa Cruz,2011,Male,0,132529,0.0,0.0,2.783,-
Measles,Santa Cruz,2012,Total,0,268607,0.0,0.0,1.373,-
Measles,Santa Cruz,2012,Female,0,134421,0.0,0.0,2.744,-
Measles,Santa Cruz,2012,Male,0,134186,0.0,0.0,2.749,-
Measles,Santa Cruz,2013,Total,3,270734,1.108,0.229,3.238,*
Measles,Santa Cruz,2013,Female,3,135411,2.215,0.457,6.474,*
Measles,Santa Cruz,2013,Male,0,135323,0.0,0.0,2.726,-
Measles,Santa Cruz,2014,Total,0,271857,0.0,0.0,1.357,-
Measles,Santa Cruz,2014,Female,0,135956,0.0,0.0,2.713,-
Measles,Santa Cruz,2014,Male,0,135901,0.0,0.0,2.714,-
Measles,Shasta,2001,Total,0,167034,0.0,0.0,2.208,-
Measles,Shasta,2001,Female,0,85413,0.0,0.0,4.319,-
Measles,Shasta,2001,Male,0,81621,0.0,0.0,4.519,-
Measles,Shasta,2002,Total,0,169578,0.0,0.0,2.175,-
Measles,Shasta,2002,Female,0,86616,0.0,0.0,4.259,-
Measles,Shasta,2002,Male,0,82962,0.0,0.0,4.446,-
Measles,Shasta,2003,Total,0,171987,0.0,0.0,2.145,-
Measles,Shasta,2003,Female,0,87754,0.0,0.0,4.204,-
Measles,Shasta,2003,Male,0,84233,0.0,0.0,4.379,-
Measles,Shasta,2004,Total,0,173469,0.0,0.0,2.127,-
Measles,Shasta,2004,Female,0,88487,0.0,0.0,4.169,-
Measles,Shasta,2004,Male,0,84982,0.0,0.0,4.341,-
Measles,Shasta,2005,Total,0,174254,0.0,0.0,2.117,-
Measles,Shasta,2005,Female,0,88842,0.0,0.0,4.152,-
Measles,Shasta,2005,Male,0,85412,0.0,0.0,4.319,-
Measles,Shasta,2006,Total,0,175238,0.0,0.0,2.105,-
Measles,Shasta,2006,Female,0,89291,0.0,0.0,4.131,-
Measles,Shasta,2006,Male,0,85947,0.0,0.0,4.292,-
Measles,Shasta,2007,Total,0,175849,0.0,0.0,2.098,-
Measles,Shasta,2007,Female,0,89554,0.0,0.0,4.119,-
Measles,Shasta,2007,Male,0,86295,0.0,0.0,4.275,-
Measles,Shasta,2008,Total,0,176629,0.0,0.0,2.088,-
Measles,Shasta,2008,Female,0,89894,0.0,0.0,4.104,-
Measles,Shasta,2008,Male,0,86735,0.0,0.0,4.253,-
Measles,Shasta,2009,Total,0,176881,0.0,0.0,2.085,-
Measles,Shasta,2009,Female,0,89964,0.0,0.0,4.1,-
Measles,Shasta,2009,Male,0,86917,0.0,0.0,4.244,-
Measles,Shasta,2010,Total,0,177457,0.0,0.0,2.079,-
Measles,Shasta,2010,Female,0,90196,0.0,0.0,4.09,-
Measles,Shasta,2010,Male,0,87261,0.0,0.0,4.227,-
Measles,Shasta,2011,Total,0,178006,0.0,0.0,2.072,-
Measles,Shasta,2011,Female,0,90445,0.0,0.0,4.079,-
Measles,Shasta,2011,Male,0,87561,0.0,0.0,4.213,-
Measles,Shasta,2012,Total,0,178402,0.0,0.0,2.068,-
Measles,Shasta,2012,Female,0,90613,0.0,0.0,4.071,-
Measles,Shasta,2012,Male,0,87789,0.0,0.0,4.202,-
Measles,Shasta,2013,Total,0,178127,0.0,0.0,2.071,-
Measles,Shasta,2013,Female,0,90461,0.0,0.0,4.078,-
Measles,Shasta,2013,Male,0,87666,0.0,0.0,4.208,-
Measles,Shasta,2014,Total,1,178522,0.56,0.014,3.121,*
Measles,Shasta,2014,Female,1,90621,1.104,0.028,6.148,*
Measles,Shasta,2014,Male,0,87901,0.0,0.0,4.197,-
Measles,Sierra,2001,Total,0,3587,0.0,0.0,102.787,-
Measles,Sierra,2001,Female,0,1772,0.0,0.0,207.96,-
Measles,Sierra,2001,Male,0,1815,0.0,0.0,203.038,-
Measles,Sierra,2002,Total,0,3564,0.0,0.0,103.45,-
Measles,Sierra,2002,Female,0,1759,0.0,0.0,209.495,-
Measles,Sierra,2002,Male,0,1805,0.0,0.0,204.161,-
Measles,Sierra,2003,Total,0,3545,0.0,0.0,104.005,-
Measles,Sierra,2003,Female,0,1750,0.0,0.0,210.571,-
Measles,Sierra,2003,Male,0,1795,0.0,0.0,205.298,-
Measles,Sierra,2004,Total,0,3467,0.0,0.0,106.343,-
Measles,Sierra,2004,Female,0,1711,0.0,0.0,215.366,-
Measles,Sierra,2004,Male,0,1756,0.0,0.0,209.852,-
Measles,Sierra,2005,Total,0,3430,0.0,0.0,107.49,-
Measles,Sierra,2005,Female,0,1693,0.0,0.0,217.653,-
Measles,Sierra,2005,Male,0,1737,0.0,0.0,212.145,-
Measles,Sierra,2006,Total,0,3424,0.0,0.0,107.678,-
Measles,Sierra,2006,Female,0,1689,0.0,0.0,218.168,-
Measles,Sierra,2006,Male,0,1735,0.0,0.0,212.39,-
Measles,Sierra,2007,Total,0,3344,0.0,0.0,110.253,-
Measles,Sierra,2007,Female,0,1648,0.0,0.0,223.589,-
Measles,Sierra,2007,Male,0,1696,0.0,0.0,217.268,-
Measles,Sierra,2008,Total,0,3284,0.0,0.0,112.266,-
Measles,Sierra,2008,Female,0,1617,0.0,0.0,227.871,-
Measles,Sierra,2008,Male,0,1667,0.0,0.0,221.044,-
Measles,Sierra,2009,Total,0,3243,0.0,0.0,113.684,-
Measles,Sierra,2009,Female,0,1601,0.0,0.0,230.146,-
Measles,Sierra,2010,Total,0,3229,0.0,0.0,114.177,-
Measles,Sierra,2010,Female,0,1593,0.0,0.0,231.3,-
Measles,Sierra,2010,Male,0,1636,0.0,0.0,225.228,-
Measles,Sierra,2011,Total,0,3143,0.0,0.0,117.299,-
Measles,Sierra,2011,Female,0,1552,0.0,0.0,237.403,-
Measles,Sierra,2011,Male,0,1591,0.0,0.0,231.591,-
Measles,Sierra,2012,Total,0,3133,0.0,0.0,117.673,-
Measles,Sierra,2012,Female,0,1547,0.0,0.0,238.17,-
Measles,Sierra,2012,Male,0,1586,0.0,0.0,232.32,-
Measles,Sierra,2013,Total,0,3114,0.0,0.0,118.391,-
Measles,Sierra,2013,Female,0,1543,0.0,0.0,238.786,-
Measles,Sierra,2013,Male,0,1571,0.0,0.0,234.535,-
Measles,Sierra,2014,Total,0,3093,0.0,0.0,119.194,-
Measles,Sierra,2014,Female,0,1537,0.0,0.0,239.717,-
Measles,Sierra,2014,Male,0,1556,0.0,0.0,236.794,-
Measles,Siskiyou,2001,Total,0,44275,0.0,0.0,8.331,-
Measles,Siskiyou,2001,Female,0,22464,0.0,0.0,16.42,-
Measles,Siskiyou,2001,Male,0,21811,0.0,0.0,16.912,-
Measles,Siskiyou,2002,Total,0,44384,0.0,0.0,8.311,-
Measles,Siskiyou,2002,Female,0,22503,0.0,0.0,16.391,-
Measles,Siskiyou,2002,Male,0,21881,0.0,0.0,16.857,-
Measles,Siskiyou,2003,Total,0,44597,0.0,0.0,8.271,-
Measles,Siskiyou,2003,Female,0,22570,0.0,0.0,16.343,-
Measles,Siskiyou,2003,Male,0,22027,0.0,0.0,16.746,-
Measles,Siskiyou,2004,Total,0,44785,0.0,0.0,8.237,-
Measles,Siskiyou,2004,Female,0,22642,0.0,0.0,16.291,-
Measles,Siskiyou,2004,Male,0,22143,0.0,0.0,16.658,-
Measles,Siskiyou,2005,Total,0,44945,0.0,0.0,8.207,-
Measles,Siskiyou,2005,Female,0,22711,0.0,0.0,16.241,-
Measles,Siskiyou,2005,Male,0,22234,0.0,0.0,16.59,-
Measles,Siskiyou,2006,Total,0,44891,0.0,0.0,8.217,-
Measles,Siskiyou,2006,Female,0,22677,0.0,0.0,16.266,-
Measles,Siskiyou,2006,Male,0,22214,0.0,0.0,16.605,-
Measles,Siskiyou,2007,Total,0,44862,0.0,0.0,8.222,-
Measles,Siskiyou,2007,Female,0,22635,0.0,0.0,16.296,-
Measles,Siskiyou,2007,Male,0,22227,0.0,0.0,16.595,-
Measles,Siskiyou,2008,Total,0,45041,0.0,0.0,8.19,-
Measles,Siskiyou,2008,Female,0,22683,0.0,0.0,16.261,-
Measles,Siskiyou,2008,Male,0,22358,0.0,0.0,16.498,-
Measles,Siskiyou,2009,Total,0,44950,0.0,0.0,8.206,-
Measles,Siskiyou,2009,Female,0,22589,0.0,0.0,16.329,-
Measles,Siskiyou,2009,Male,0,22361,0.0,0.0,16.496,-
Measles,Siskiyou,2010,Total,0,44896,0.0,0.0,8.216,-
Measles,Siskiyou,2010,Female,0,22504,0.0,0.0,16.391,-
Measles,Siskiyou,2010,Male,0,22392,0.0,0.0,16.473,-
Measles,Siskiyou,2011,Total,0,44890,0.0,0.0,8.217,-
Measles,Siskiyou,2011,Female,0,22498,0.0,0.0,16.395,-
Measles,Trinity,2006,Male,0,7105,0.0,0.0,51.906,-
Measles,Siskiyou,2011,Male,0,22392,0.0,0.0,16.473,-
Measles,Siskiyou,2012,Total,0,45218,0.0,0.0,8.158,-
Measles,Siskiyou,2012,Female,0,22626,0.0,0.0,16.302,-
Measles,Siskiyou,2012,Male,0,22592,0.0,0.0,16.327,-
Measles,Siskiyou,2013,Total,0,45308,0.0,0.0,8.141,-
Measles,Siskiyou,2013,Female,0,22709,0.0,0.0,16.243,-
Measles,Siskiyou,2013,Male,0,22599,0.0,0.0,16.322,-
Measles,Siskiyou,2014,Total,0,45317,0.0,0.0,8.14,-
Measles,Siskiyou,2014,Female,0,22697,0.0,0.0,16.251,-
Measles,Siskiyou,2014,Male,0,22620,0.0,0.0,16.307,-
